BSHspecies	ratio	min	max	phase	comparison	search_method
Enterococcus casseliflavus (Enterococcus flavescens)-A0A4V6L5N8	-2.60565511563199	-10.5428	4.06796	dark	FAvFT	targetted
Paraburkholderia steynii-A0A4R0X2K7	-2.60480056315655	-9.98149	3.58431	light	FAvFT	targetted
Paraburkholderia caribensis MBA4-A0A0P0RH44	-2.60480056315655	-9.98149	3.58431	light	FAvFT	targetted
Faecalibacillus faecis-A0A2T3G497	-2.604231756015	-9.18095	4.39353	light	FAvFT	targetted
Holdemania filiformis-A0A412FJY4	-2.6038830557235	-9.58164	3.51546	dark	FAvFT	targetted
Monoglobus pectinilyticus-A0A2K9P2K8	-2.603292253335	-9.77538	4.38882	light	FAvFT	targetted
Candidatus Paralactobacillus gallistercoris-A0A948TK08	-2.603292253335	-9.77538	4.38882	light	FAvFT	targetted
Oxalobacter paraformigenes-C3X4U8	-2.603292253335	-9.77538	4.38882	light	FAvFT	targetted
Enterococcus hirae-A0A366UK59	-2.60323410716	-9.95837	3.72138	light	FAvFT	targetted
Pseudomonas helleri-A0A6L5HW96	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Alistipes communis-A0A4Y1WRS0	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides fragilis str. 3774 T13-A0A829SCA4	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacillus glycinifermentans-A0A0J6HJM3	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides nordii CL02T12C05-I9S8M0	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides fragilis str. 2-F-2 #4-A0A015Y9D3	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Listeria aquatica-A0A841ZKD8	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Alistipes communis-A0A3D3YKZ5	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Enterococcus villorum-A0A1V8YNW3	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Pseudomonas helleri-A0A6A7Z4L4	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides fragilis CL05T12C13-I9JUP1	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Enterococcus lactis-A0A6N8GYN2	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Lactobacillus ruminis CAG:367-R6SSW3	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides clarus-A0A1Y3YTH5	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow)-A0A380YQX0	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides nordii-A0A413VVQ6	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacillus thuringiensis serovar pingluonsis-A0A243BAG4	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Listeria aquatica FSL S10-1188-W7AUZ3	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Bacteroides clarus-A0A412XVL7	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Enterococcus thailandicus-A0A179ETF2	-2.6030361841605	-10.3375	4.60347	light	FAvFT	targetted
Enterococcus faecium EnGen0026-A0A829ABY7	-2.6005986163925	-9.10708	3.76621	light	FAvFT	targetted
Dethiosulfatarculus sandiegensis-A0A0D2JRL6	-2.59925207217	-10.8233	4.12886	light	FAvFT	targetted
Rhodococcus rhodochrous J3-A0A1X7L9F3	-2.595585346265	-10.0602	3.67091	light	FAvFT	targetted
Thiomicrospira aerophila AL3-W0DWL2	-2.595585346265	-10.0602	3.67091	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A4V0GNZ7	-2.595585346265	-10.0602	3.67091	light	FAvFT	targetted
Eubacterium_J_plexicaudatum	-2.59558253085999	-9.45621	3.44038	light	FAvFT	untargetted
Bacillus licheniformis-A0A415J9M0	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Nonomuraea maritima-A0A1G9CKL0	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Eisenbergiella porci-A0A6N7WEA8	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Bacillus licheniformis-A0A8B5YCI3	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Bacillus licheniformis CG-B52-T5H9U6	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)-Q65D34	-2.595251688475	-10.4023	3.49137	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A4V6L5N8	-2.594148612625	-9.68964	3.89614	light	FAvFT	targetted
Enterococcus gallinarum-A0A0X8PQC8	-2.594148612625	-9.68964	3.89614	light	FAvFT	targetted
Enterococcus casseliflavus ATCC 12755-F0EMQ9	-2.594148612625	-9.68964	3.89614	light	FAvFT	targetted
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis-A0A540X229	-2.594148612625	-9.68964	3.89614	light	FAvFT	targetted
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A1H0CSY4	-2.593169726205	-8.97444	3.59672	light	FAvFT	targetted
Limosilactobacillus mucosae DSM 13345-A0A0R1NYZ2	-2.593169726205	-8.97444	3.59672	light	FAvFT	targetted
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A099YB76	-2.593169726205	-8.97444	3.59672	light	FAvFT	targetted
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A938YVH5	-2.593169726205	-8.97444	3.59672	light	FAvFT	targetted
Limosilactobacillus mucosae LM1-A0A0D4CMX6	-2.593169726205	-8.97444	3.59672	light	FAvFT	targetted
Vagococcus teuberi-A0A1J0A614	-2.59229894461499	-10.3754	3.59558	light	FAvFT	targetted
Eggerthella sp. CAG:209-R6I5X3	-2.59123853627	-9.29345	3.88025	light	FAvFT	targetted
Paracandidimonas soli-A0A4R3UWL1	-2.589817109575	-9.7461	3.83578	light	FAvFT	targetted
Butyrivibrio crossotus CAG:259-R5LBG5	-2.589817109575	-9.7461	3.83578	light	FAvFT	targetted
Enterococcus mundtii-A0A2S7RS71	-2.589817109575	-9.7461	3.83578	light	FAvFT	targetted
Floccifex porci-A0A7X2N2S2	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes finegoldii-A0A174B4J7	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)-I3YQ11	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes onderdonkii subsp. vulgaris-A0A4Y1XB70	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes finegoldii CAG:68-R5UBG4	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Lactococcus garvieae-A0A098CP10	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Tannerella sp. CAG:51-R7DJM9	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes onderdonkii-A0A5B3GWH8	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes finegoldii-A0A921M6Z0	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes finegoldii-A0A5B5VPD5	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes onderdonkii subsp. vulgaris-A0A4Y1WLW6	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes onderdonkii-A0A1Y3QT37	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Coprobacter fastidiosus NSB1-A0A495VKW6	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Alistipes sp. CAG:29-R6XP32	-2.58788728124	-9.70925	3.2745	light	FAvFT	targetted
Enterococcus malodoratus ATCC 43197-R2NXG1	-2.58371764656001	-9.27924	4.84001	light	FAvFT	targetted
Kineothrix_sp000403275	-2.583571451965	-11.2647	6.41738	light	FAvFT	untargetted
Enterococcus hirae-A0A7Z9DHY2	-2.581208950285	-9.715	3.25861	dark	FAvFT	targetted
Candidatus Protochlamydia naegleriophila-A0A0U5JCS7	-2.58066981405249	-10.7658	3.31119	light	FAvFT	targetted
Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437-D7VDZ4	-2.58066981405249	-10.7658	3.31119	light	FAvFT	targetted
Loigolactobacillus coryniformis-A0A1P8FCL4	-2.58066981405249	-10.7658	3.31119	light	FAvFT	targetted
Hafnia alvei FB1-A0A097R7J6	-2.58066981405249	-10.7658	3.31119	light	FAvFT	targetted
Providencia burhodogranariea DSM 19968-K8X631	-2.58066981405249	-10.7658	3.31119	light	FAvFT	targetted
Planococcus maitriensis-A0A365K8K5	-2.580233168775	-9.9448	3.32717	light	FAvFT	targetted
Lactiplantibacillus plantarum subsp. plantarum-A0A2S3U546	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
NA	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum 16-A0A806IYD4	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Loigolactobacillus coryniformis-A0A1P8FCL4	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A0R2G1E1	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-Q2MJN5	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437-D7VDZ4	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum ZJ316-A0A806IB67	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Lactiplantibacillus plantarum WJL-A0A837P1C7	-2.579682454471	-9.84605	3.826	dark	FAvFT	targetted
Dysgonomonas macrotermitis-A0A1M4ZCU4	-2.5792840243125	-9.67602	3.80844	light	FAvFT	targetted
Listeria swaminathanii-A0A7X1A1P2	-2.576821018575	-9.96628	3.5713	light	FAvFT	targetted
Sphingopyxis indica-A0A239EHW9	-2.575342073445	-10.2552	4.60869	dark	FAvFT	targetted
Limosilactobacillus coleohominis 101-4-CHN-C7XY07	-2.57519749141	-10.4111	4.34205	dark	FAvFT	targetted
Lachnospira eligens-A0A413YQ76	-2.57511055841499	-9.73386	4.15754	dark	FAvFT	targetted
Treponema bryantii-A0A1H9HBW2	-2.57511055841499	-9.73386	4.15754	dark	FAvFT	targetted
Natronoflexus pectinivorans-A0A4R2GC04	-2.574683781131	-9.22499	3.94808	light	FAvFT	targetted
Clostridium perfringens-Q5DWB7	-2.57448748134	-10.5057	3.83105	light	FAvFT	targetted
Clostridium perfringens-A0A2X3IHM8	-2.57448748134	-10.5057	3.83105	light	FAvFT	targetted
Roseburia inulinivorans-A0A173VTD0	-2.57432004423	-10.3353	3.71438	light	FAvFT	targetted
Zhenhengia yiwuensis-A0A926EME8	-2.57369242202	-9.26597	3.97501	light	FAvFT	targetted
Lysinibacillus alkalisoli-A0A917LFI7	-2.572864216915	-9.84435	4.15532	dark	FAvFT	targetted
Nocardia nova-A0A2S5ZZ59	-2.572553335455	-9.55021	4.39709	dark	FAvFT	targetted
Ligilactobacillus salivarius-A0A1V9R776	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Streptococcus equinus (Streptococcus bovis)-A0A6I6IA83	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQY8	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-A0A1Y0FAT6	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQW5	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQY5	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus araffinosus DSM 20653-A0A0R1Z9U8	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-J7H3P9	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Vagococcus bubulae-A0A429ZG70	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQX5	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQX4	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQY2	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius (strain UCC118) (Lactobacillus salivarius)-Q1WR93	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQW4	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Boudabousia liubingyangii-A0A1Q5PLJ3	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-A0A2U2M421	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius str. Ren-A0A0F7Q0L6	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Ligilactobacillus salivarius-C7AQX0	-2.571418095735	-9.94325	4.86487	dark	FAvFT	targetted
Listeria monocytogenes-A0A5Y9DN57	-2.57046535192249	-9.58324	4.31988	light	FAvFT	targetted
Serratia fonticola-A0A4V6KQQ0	-2.56815612646	-9.73807	3.91502	light	FAvFT	targetted
Parabacteroides distasonis-A0A6I2NQ77	-2.56815612646	-9.73807	3.91502	light	FAvFT	targetted
Mucilaginibacter agri-A0A965ZJH4	-2.56815612646	-9.73807	3.91502	light	FAvFT	targetted
Enterococcus faecalis 02-MB-BW-10-S4CF20	-2.567649843543	-9.44204	4.07532	dark	FAvFT	targetted
Kaistia soli DSM 19436-A0A1M4UMD1	-2.56687833609	-10.2502	4.66497	light	FAvFT	targetted
Faecalicoccus pleomorphus-A0A7X9NIY8	-2.5663192058885	-9.79878	3.8105	dark	FAvFT	targetted
Yersinia enterocolitica-A0A0H5G2A2	-2.564110420589	-9.77573	4.10911	light	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A3F3M0H8	-2.56347311552	-9.71679	4.30886	light	FAvFT	targetted
Enterococcus cecorum DSM 20682 = ATCC 43198-S1RL15	-2.56347311552	-9.71679	4.30886	light	FAvFT	targetted
Enterococcus cecorum-A0A0H2Q3Y9	-2.56347311552	-9.71679	4.30886	light	FAvFT	targetted
Lysobacter gilvus-A0A7C9MNP3	-2.563081079	-10.0421	4.01941	dark	FAvFT	targetted
Mycolicibacillus trivialis-A0A1X2EIY6	-2.56259589925	-9.999	3.91347	light	FAvFT	targetted
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A938YVH5	-2.56228956647	-9.39528	4.03228	dark	FAvFT	targetted
Ruminococcus sp. CAG:57-R6U6R1	-2.560795147395	-9.032	3.77513	dark	FAvFT	targetted
Limosilactobacillus mucosae LM1-A0A0D4CMX6	-2.56052691179201	-9.59094	3.81422	dark	FAvFT	targetted
Limosilactobacillus mucosae DSM 13345-A0A0R1NYZ2	-2.56052691179201	-9.59094	3.81422	dark	FAvFT	targetted
Romboutsia ilealis-A0A1V1I0E7	-2.56033283929	-9.80126	3.99775	light	FAvFT	targetted
Desulfobotulus mexicanus-A0A5S5ME03	-2.56030303694	-10.084	3.67402	light	FAvFT	targetted
Erythrobacter litoralis-A0A074M346	-2.56030303694	-10.084	3.67402	light	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MNL5	-2.55856261413	-9.64499	3.5973	light	FAvFT	targetted
Enterococcus ratti-A0A1L8WSH7	-2.5584515387755	-10.3384	3.71536	light	FAvFT	targetted
Mycolicibacillus trivialis-A0A1X2EIY6	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Lactobacillus kitasatonis DSM 16761 = JCM 1039-A0A0R1VBW9	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Lactobacillus delbrueckii subsp. bulgaricus-A0A0U5KG99	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RH30	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Lactobacillus delbrueckii subsp. bulgaricus (strain 2038)-F0K241	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Enterococcus alcedinis-A0A917JHP3	-2.5577259272	-10.1842	3.55314	dark	FAvFT	targetted
Yersinia enterocolitica (type O:2) str. YE3094/96-A0A7U7FY47	-2.557353085995	-9.18864	4.77534	light	FAvFT	targetted
Yersinia enterocolitica (type O:5,27) str. YE149/02-A0A7U7FJT0	-2.557353085995	-9.18864	4.77534	light	FAvFT	targetted
Jilunia laotingensis-A0A926F2K8	-2.55649538525	-9.44286	3.42459	light	FAvFT	targetted
Bacteroides fragilis str. 3998T(B)3-A0A015TX15	-2.55649538525	-9.44286	3.42459	light	FAvFT	targetted
Bacteroides fragilis str. 3783N1-8-A0A829SW29	-2.55649538525	-9.44286	3.42459	light	FAvFT	targetted
Listeria monocytogenes-A0A464JFN5	-2.5556078485945	-9.6131	3.42428	light	FAvFT	targetted
Clostridium sp. CAG:242-R6CQE8	-2.553980213795	-9.71046	3.70748	dark	FAvFT	targetted
Parabacteroides merdae ATCC 43184-A7AAN1	-2.55279195151	-10.1626	3.60196	light	FAvFT	targetted
Listeria kieliensis-A0A3D8TVM5	-2.54933859786	-9.58351	4.444	light	FAvFT	targetted
Listeria monocytogenes-A0A5L2H2U9	-2.546588115963	-9.5174	4.22445	light	FAvFT	targetted
Lactobacillus apis-A0A8H9G6M3	-2.54635165914499	-9.25105	3.79436	dark	FAvFT	targetted
Gordonia desulfuricans-A0A7K3LTM0	-2.544229696251	-9.499	4.72845	light	FAvFT	targetted
Listeria monocytogenes-A0A2Z5BZ01	-2.539932828355	-9.07283	4.35989	dark	FAvFT	targetted
Listeria monocytogenes-A0A1D2IZY6	-2.539932828355	-9.07283	4.35989	dark	FAvFT	targetted
Ligilactobacillus murinus DSM 20452 = NBRC 14221-A0A0R2BEH4	-2.539083001217	-9.71176	3.41219	light	FAvFT	targetted
Ligilactobacillus salivarius-C7AQW7	-2.53860154547501	-10.1174	3.92495	dark	FAvFT	targetted
Listeria kieliensis-A0A3D8TVM5	-2.53860154547501	-10.1174	3.92495	dark	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A132P8Q3	-2.53860154547501	-10.1174	3.92495	dark	FAvFT	targetted
Enterococcus faecium SD3B-2-S4DWM3	-2.53860154547501	-10.1174	3.92495	dark	FAvFT	targetted
Staphylococcus schweitzeri-A0A2K4AIC0	-2.53699739891	-10.1011	4.69496	dark	FAvFT	targetted
Staphylococcus schweitzeri-A0A077UST9	-2.53699739891	-10.1011	4.69496	dark	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MNL5	-2.53539044743501	-10.7175	4.11104	dark	FAvFT	targetted
Rhodococcus gordoniae-A0A379M0X4	-2.5341983812385	-9.91979	3.783	dark	FAvFT	targetted
Roseburia inulinivorans-A0A396AC75	-2.5338924606495	-9.16901	4.34035	light	FAvFT	targetted
Roseburia inulinivorans DSM 16841-C0FZJ2	-2.5338924606495	-9.16901	4.34035	light	FAvFT	targetted
Candidatus Burkholderia verschuerenii-A0A0L0MGY3	-2.53378479591	-9.84941	5.62672	light	FAvFT	targetted
Ligilactobacillus ruminis-A0A0G8G768	-2.53250312316	-9.71115	3.83251	dark	FAvFT	targetted
Listeria monocytogenes-A0A5Z3FH04	-2.53250312316	-9.71115	3.83251	dark	FAvFT	targetted
Roseburia inulinivorans-A0A0M6X0D7	-2.531187930115	-9.70251	3.958	light	FAvFT	targetted
Roseburia inulinivorans DSM 16841-C0FVR9	-2.531187930115	-9.70251	3.958	light	FAvFT	targetted
Levilactobacillus suantsaii-A0A4V1LF47	-2.52970230510501	-9.45506	3.98553	light	FAvFT	targetted
Ectothiorhodospira haloalkaliphila-W8KQG4	-2.529200940075	-10.0595	4.73453	light	FAvFT	targetted
Roseofilum reptotaenium AO1-A-A0A1L9QP00	-2.52912360502	-9.45064	3.67907	light	FAvFT	targetted
Clostridium collagenovorans DSM 3089-A0A1M5SGJ7	-2.5281968599855	-9.67876	4.0588	light	FAvFT	targetted
Alcaligenes faecalis-A0A411SX43	-2.52696521314	-9.22407	4.81921	light	FAvFT	targetted
Candidatus Paralactobacillus gallistercoris-A0A948TJH2	-2.52504655025045	-9.40754	3.76375	light	FAvFT	targetted
Turicibacter sanguinis-A0A173S915	-2.52495978085	-9.65774	3.68453	dark	FAvFT	targetted
Streptococcus vestibularis-A0A943QYT1	-2.5239063361165	-9.30231	3.74173	light	FAvFT	targetted
Virgisporangium aurantiacum-A0A8J3ZI13	-2.5239063361165	-9.30231	3.74173	light	FAvFT	targetted
Ligilactobacillus ruminis DSM 20403 = NBRC 102161-A0A1I2RXD4	-2.5231628506675	-9.60142	4.04643	dark	FAvFT	targetted
Ligilactobacillus ruminis-A0A837IVR1	-2.5231628506675	-9.60142	4.04643	dark	FAvFT	targetted
Ligilactobacillus ruminis (strain ATCC 27782 / RF3) (Lactobacillus ruminis)-G2SQF3	-2.5231628506675	-9.60142	4.04643	dark	FAvFT	targetted
Acinetobacter colistiniresistens-S3UD76	-2.52309781481501	-9.96218	4.26906	light	FAvFT	targetted
Proteiniclasticum ruminis-A0A1I5B965	-2.52151583001	-10.4494	4.13364	light	FAvFT	targetted
Dysgonomonas mossii-A0A4Y9ISL0	-2.521004698775	-9.35228	4.17407	light	FAvFT	targetted
Methylovirgula ligni-A0A3D9YZT9	-2.51854842909999	-10.4168	3.75529	dark	FAvFT	targetted
Bacillus subtilis subsp. globigii-A0A7U5D3J7	-2.51854842909999	-10.4168	3.75529	dark	FAvFT	targetted
Porcincola intestinalis-A0A6L5X934	-2.51854842909999	-10.4168	3.75529	dark	FAvFT	targetted
Bdellovibrio bacteriovorus-A0A1Z3NBH7	-2.518225846095	-9.4213	4.34933	light	FAvFT	targetted
Nonomuraea muscovyensis-A0A7X0C4J2	-2.51768656759	-9.19199	4.2299	light	FAvFT	targetted
Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / CCUG 39354 / LMG 10337 / NBRC 100064 / NCIMB 13643) (Pedobacter saltans)-F0SF25	-2.51768656759	-9.19199	4.2299	light	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B1PM93	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Lactiplantibacillus plantarum subsp. plantarum-A0A1U9X493	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A1B1FMJ8	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B5LVL5	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A165Z1U4	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B9V401	-2.5175938210555	-10.185	4.15761	dark	FAvFT	targetted
Entomomonas asaccharolytica-A0A974NI65	-2.517495263087	-9.44039	4.05199	light	FAvFT	targetted
Echinicola soli-A0A514CLE2	-2.517495263087	-9.44039	4.05199	light	FAvFT	targetted
Pseudoalteromonas neustonica-A0A558IYV0	-2.517495263087	-9.44039	4.05199	light	FAvFT	targetted
Paraclostridium bifermentans (Clostridium bifermentans)-A0A943SFE2	-2.51660219054	-10.8882	3.98068	light	FAvFT	targetted
Roseburia intestinalis-A0A6L6XKH0	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Roseburia intestinalis-A0A3R6D207	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Ligilactobacillus animalis KCTC 3501 = DSM 20602-A0A0R1ZQV3	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Limosilactobacillus frumenti DSM 13145-A0A0R1PDJ9	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Enterococcus mundtii-A0A242L160	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Halolactibacillus alkaliphilus-A0A511X3D5	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Ligilactobacillus animalis-A0A062X2Y1	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Roseibaca calidilacus-A0A0P7YQE1	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Nonomuraea turkmeniaca-A0A5S4FDR5	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A2G0E7P6	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Ligilactobacillus murinus-A0A4S2EC83	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Bacillus wiedmannii-A0A0G8CJ06	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Sporolactobacillus nakayamae-A0A1I2S4P1	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Chroogloeocystis siderophila 5.2 s.c.1-A0A1U7I0A4	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Rhodococcus coprophilus-A0A2X4WRG1	-2.516276765035	-10.4135	4.01882	light	FAvFT	targetted
Dietzia psychralcaliphila-A0A2T5AGQ5	-2.515777388205	-9.14833	4.28893	light	FAvFT	targetted
